node_id,industry_id,industry_name
6753,70,Manufacture of other non-metallic mineral products n.e.c.
6754,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
6755,72,Re-processing of secondary steel into new steel
6756,73,Precious metals production
6757,74,Re-processing of secondary preciuos metals into new preciuos metals
6758,75,Aluminium production
6759,76,Re-processing of secondary aluminium into new aluminium
6760,77,"Lead, zinc and tin production"
6761,78,"Re-processing of secondary lead into new lead, zinc and tin"
6762,79,Copper production
6763,80,Re-processing of secondary copper into new copper
6764,81,Other non-ferrous metal production
6765,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
6766,83,Casting of metals
6767,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
6768,85,Manufacture of machinery and equipment n.e.c. (29)
6769,86,Manufacture of office machinery and computers (30)
6770,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
6771,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
6772,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
6773,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
6774,91,Manufacture of other transport equipment (35)
6775,92,Manufacture of furniture; manufacturing n.e.c. (36)
6776,93,Recycling of waste and scrap
6777,94,Recycling of bottles by direct reuse
6778,95,Production of electricity by coal
6779,96,Production of electricity by gas
6780,97,Production of electricity by nuclear
6781,98,Production of electricity by hydro
6782,99,Production of electricity by wind
6783,100,Production of electricity by petroleum and other oil derivatives
6784,101,Production of electricity by biomass and waste
6785,102,Production of electricity by solar photovoltaic
6786,103,Production of electricity by solar thermal
6787,104,"Production of electricity by tide, wave, ocean"
6788,105,Production of electricity by Geothermal
6789,106,Production of electricity nec
6790,107,Transmission of electricity
6791,108,Distribution and trade of electricity
6792,109,Manufacture of gas; distribution of gaseous fuels through mains
6793,110,Steam and hot water supply
6794,111,"Collection, purification and distribution of water (41)"
6795,112,Construction (45)
6796,113,Re-processing of secondary construction material into aggregates
6797,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
6798,115,Retail sale of automotive fuel
6799,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
6800,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
6801,118,Hotels and restaurants (55)
6802,119,Transport via railways
6803,120,Other land transport
6804,121,Transport via pipelines
6805,122,Sea and coastal water transport
6806,123,Inland water transport
6807,124,Air transport (62)
6808,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
6809,126,Post and telecommunications (64)
6810,127,"Financial intermediation, except insurance and pension funding (65)"
6811,128,"Insurance and pension funding, except compulsory social security (66)"
6812,129,Activities auxiliary to financial intermediation (67)
6813,130,Real estate activities (70)
6814,131,Renting of machinery and equipment without operator and of personal and household goods (71)
6815,132,Computer and related activities (72)
6816,133,Research and development (73)
6817,134,Other business activities (74)
6818,135,Public administration and defence; compulsory social security (75)
6819,136,Education (80)
6820,137,Health and social work (85)
6821,138,Incineration of waste: Food
6822,139,Incineration of waste: Paper
6823,140,Incineration of waste: Plastic
6824,141,Incineration of waste: Metals and Inert materials
6825,142,Incineration of waste: Textiles
6826,143,Incineration of waste: Wood
6827,144,Incineration of waste: Oil/Hazardous waste
6828,145,"Biogasification of food waste, incl. land application"
6829,146,"Biogasification of paper, incl. land application"
6830,147,"Biogasification of sewage slugde, incl. land application"
6831,148,"Composting of food waste, incl. land application"
6832,149,"Composting of paper and wood, incl. land application"
6833,150,"Waste water treatment, food"
6834,151,"Waste water treatment, other"
6835,152,Landfill of waste: Food
6836,153,Landfill of waste: Paper
6837,154,Landfill of waste: Plastic
6838,155,Landfill of waste: Inert/metal/hazardous
6839,156,Landfill of waste: Textiles
6840,157,Landfill of waste: Wood
6841,158,Activities of membership organisation n.e.c. (91)
6842,159,"Recreational, cultural and sporting activities (92)"
6843,160,Other service activities (93)
6844,161,Private households with employed persons (95)
6845,162,Extra-territorial organizations and bodies
6846,0,Cultivation of paddy rice
6847,1,Cultivation of wheat
6848,2,Cultivation of cereal grains nec
6849,3,"Cultivation of vegetables, fruit, nuts"
6850,4,Cultivation of oil seeds
6851,5,"Cultivation of sugar cane, sugar beet"
6852,6,Cultivation of plant-based fibers
6853,7,Cultivation of crops nec
6854,8,Cattle farming
6855,9,Pigs farming
6856,10,Poultry farming
6857,11,Meat animals nec
6858,12,Animal products nec
6859,13,Raw milk
6860,14,"Wool, silk-worm cocoons"
6861,15,"Manure treatment (conventional), storage and land application"
6862,16,"Manure treatment (biogas), storage and land application"
6863,17,"Forestry, logging and related service activities (02)"
6864,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
6865,19,Mining of coal and lignite; extraction of peat (10)
6866,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
6867,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
6868,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
6869,23,Mining of uranium and thorium ores (12)
6870,24,Mining of iron ores
6871,25,Mining of copper ores and concentrates
6872,26,Mining of nickel ores and concentrates
6873,27,Mining of aluminium ores and concentrates
6874,28,Mining of precious metal ores and concentrates
6875,29,"Mining of lead, zinc and tin ores and concentrates"
6876,30,Mining of other non-ferrous metal ores and concentrates
6877,31,Quarrying of stone
6878,32,Quarrying of sand and clay
6879,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
6880,34,Processing of meat cattle
6881,35,Processing of meat pigs
6882,36,Processing of meat poultry
6883,37,Production of meat products nec
6884,38,Processing vegetable oils and fats
6885,39,Processing of dairy products
6886,40,Processed rice
6887,41,Sugar refining
6888,42,Processing of Food products nec
6889,43,Manufacture of beverages
6890,44,Manufacture of fish products
6891,45,Manufacture of tobacco products (16)
6892,46,Manufacture of textiles (17)
6893,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
6894,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
6895,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
6896,50,Re-processing of secondary wood material into new wood material
6897,51,Pulp
6898,52,Re-processing of secondary paper into new pulp
6899,53,Paper
6900,54,"Publishing, printing and reproduction of recorded media (22)"
6901,55,Manufacture of coke oven products
6902,56,Petroleum Refinery
6903,57,Processing of nuclear fuel
6904,58,"Plastics, basic"
6905,59,Re-processing of secondary plastic into new plastic
6906,60,N-fertiliser
6907,61,P- and other fertiliser
6908,62,Chemicals nec
6909,63,Manufacture of rubber and plastic products (25)
6910,64,Manufacture of glass and glass products
6911,65,Re-processing of secondary glass into new glass
6912,66,Manufacture of ceramic goods
6913,67,"Manufacture of bricks, tiles and construction products, in baked clay"
6914,68,"Manufacture of cement, lime and plaster"
6915,69,Re-processing of ash into clinker
6916,70,Manufacture of other non-metallic mineral products n.e.c.
6917,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
6918,72,Re-processing of secondary steel into new steel
6919,73,Precious metals production
6920,74,Re-processing of secondary preciuos metals into new preciuos metals
6921,75,Aluminium production
6922,76,Re-processing of secondary aluminium into new aluminium
6923,77,"Lead, zinc and tin production"
6924,78,"Re-processing of secondary lead into new lead, zinc and tin"
6925,79,Copper production
6926,80,Re-processing of secondary copper into new copper
6927,81,Other non-ferrous metal production
6928,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
6929,83,Casting of metals
6930,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
6931,85,Manufacture of machinery and equipment n.e.c. (29)
6932,86,Manufacture of office machinery and computers (30)
6933,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
6934,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
6935,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
6936,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
6937,91,Manufacture of other transport equipment (35)
6938,92,Manufacture of furniture; manufacturing n.e.c. (36)
6939,93,Recycling of waste and scrap
6940,94,Recycling of bottles by direct reuse
6941,95,Production of electricity by coal
6942,96,Production of electricity by gas
6943,97,Production of electricity by nuclear
6944,98,Production of electricity by hydro
6945,99,Production of electricity by wind
6946,100,Production of electricity by petroleum and other oil derivatives
6947,101,Production of electricity by biomass and waste
6948,102,Production of electricity by solar photovoltaic
6949,103,Production of electricity by solar thermal
6950,104,"Production of electricity by tide, wave, ocean"
6951,105,Production of electricity by Geothermal
6952,106,Production of electricity nec
6953,107,Transmission of electricity
6954,108,Distribution and trade of electricity
6955,109,Manufacture of gas; distribution of gaseous fuels through mains
6956,110,Steam and hot water supply
6957,111,"Collection, purification and distribution of water (41)"
6958,112,Construction (45)
6959,113,Re-processing of secondary construction material into aggregates
6960,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
6961,115,Retail sale of automotive fuel
6962,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
6963,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
6964,118,Hotels and restaurants (55)
6965,119,Transport via railways
6966,120,Other land transport
6967,121,Transport via pipelines
6968,122,Sea and coastal water transport
6969,123,Inland water transport
6970,124,Air transport (62)
6971,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
6972,126,Post and telecommunications (64)
6973,127,"Financial intermediation, except insurance and pension funding (65)"
6974,128,"Insurance and pension funding, except compulsory social security (66)"
6975,129,Activities auxiliary to financial intermediation (67)
6976,130,Real estate activities (70)
6977,131,Renting of machinery and equipment without operator and of personal and household goods (71)
6978,132,Computer and related activities (72)
6979,133,Research and development (73)
6980,134,Other business activities (74)
6981,135,Public administration and defence; compulsory social security (75)
6982,136,Education (80)
6983,137,Health and social work (85)
6984,138,Incineration of waste: Food
6985,139,Incineration of waste: Paper
6986,140,Incineration of waste: Plastic
6987,141,Incineration of waste: Metals and Inert materials
6988,142,Incineration of waste: Textiles
6989,143,Incineration of waste: Wood
6990,144,Incineration of waste: Oil/Hazardous waste
6991,145,"Biogasification of food waste, incl. land application"
6992,146,"Biogasification of paper, incl. land application"
6993,147,"Biogasification of sewage slugde, incl. land application"
6994,148,"Composting of food waste, incl. land application"
6995,149,"Composting of paper and wood, incl. land application"
6996,150,"Waste water treatment, food"
6997,151,"Waste water treatment, other"
6998,152,Landfill of waste: Food
6999,153,Landfill of waste: Paper
7000,154,Landfill of waste: Plastic
7001,155,Landfill of waste: Inert/metal/hazardous
7002,156,Landfill of waste: Textiles
7003,157,Landfill of waste: Wood
7004,158,Activities of membership organisation n.e.c. (91)
7005,159,"Recreational, cultural and sporting activities (92)"
7006,160,Other service activities (93)
7007,161,Private households with employed persons (95)
7008,162,Extra-territorial organizations and bodies
7009,0,Cultivation of paddy rice
7010,1,Cultivation of wheat
7011,2,Cultivation of cereal grains nec
7012,3,"Cultivation of vegetables, fruit, nuts"
7013,4,Cultivation of oil seeds
7014,5,"Cultivation of sugar cane, sugar beet"
7015,6,Cultivation of plant-based fibers
7016,7,Cultivation of crops nec
7017,8,Cattle farming
7018,9,Pigs farming
7019,10,Poultry farming
7020,11,Meat animals nec
7021,12,Animal products nec
7022,13,Raw milk
7023,14,"Wool, silk-worm cocoons"
7024,15,"Manure treatment (conventional), storage and land application"
7025,16,"Manure treatment (biogas), storage and land application"
7026,17,"Forestry, logging and related service activities (02)"
7027,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
7028,19,Mining of coal and lignite; extraction of peat (10)
7029,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
7030,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
7031,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
7032,23,Mining of uranium and thorium ores (12)
7033,24,Mining of iron ores
7034,25,Mining of copper ores and concentrates
7035,26,Mining of nickel ores and concentrates
7036,27,Mining of aluminium ores and concentrates
7037,28,Mining of precious metal ores and concentrates
7038,29,"Mining of lead, zinc and tin ores and concentrates"
7039,30,Mining of other non-ferrous metal ores and concentrates
7040,31,Quarrying of stone
7041,32,Quarrying of sand and clay
7042,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
7043,34,Processing of meat cattle
7044,35,Processing of meat pigs
7045,36,Processing of meat poultry
7046,37,Production of meat products nec
7047,38,Processing vegetable oils and fats
7048,39,Processing of dairy products
7049,40,Processed rice
7050,41,Sugar refining
7051,42,Processing of Food products nec
7052,43,Manufacture of beverages
7053,44,Manufacture of fish products
7054,45,Manufacture of tobacco products (16)
7055,46,Manufacture of textiles (17)
7056,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
7057,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
7058,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
7059,50,Re-processing of secondary wood material into new wood material
7060,51,Pulp
7061,52,Re-processing of secondary paper into new pulp
7062,53,Paper
7063,54,"Publishing, printing and reproduction of recorded media (22)"
7064,55,Manufacture of coke oven products
7065,56,Petroleum Refinery
7066,57,Processing of nuclear fuel
7067,58,"Plastics, basic"
7068,59,Re-processing of secondary plastic into new plastic
7069,60,N-fertiliser
7070,61,P- and other fertiliser
7071,62,Chemicals nec
7072,63,Manufacture of rubber and plastic products (25)
7073,64,Manufacture of glass and glass products
7074,65,Re-processing of secondary glass into new glass
7075,66,Manufacture of ceramic goods
7076,67,"Manufacture of bricks, tiles and construction products, in baked clay"
7077,68,"Manufacture of cement, lime and plaster"
7078,69,Re-processing of ash into clinker
7079,70,Manufacture of other non-metallic mineral products n.e.c.
7080,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7081,72,Re-processing of secondary steel into new steel
7082,73,Precious metals production
7083,74,Re-processing of secondary preciuos metals into new preciuos metals
7084,75,Aluminium production
7085,76,Re-processing of secondary aluminium into new aluminium
7086,77,"Lead, zinc and tin production"
7087,78,"Re-processing of secondary lead into new lead, zinc and tin"
7088,79,Copper production
7089,80,Re-processing of secondary copper into new copper
7090,81,Other non-ferrous metal production
7091,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7092,83,Casting of metals
7093,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
7094,85,Manufacture of machinery and equipment n.e.c. (29)
7095,86,Manufacture of office machinery and computers (30)
7096,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
7097,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
7098,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
7099,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
7100,91,Manufacture of other transport equipment (35)
7101,92,Manufacture of furniture; manufacturing n.e.c. (36)
7102,93,Recycling of waste and scrap
7103,94,Recycling of bottles by direct reuse
7104,95,Production of electricity by coal
7105,96,Production of electricity by gas
7106,97,Production of electricity by nuclear
7107,98,Production of electricity by hydro
7108,99,Production of electricity by wind
7109,100,Production of electricity by petroleum and other oil derivatives
7110,101,Production of electricity by biomass and waste
7111,102,Production of electricity by solar photovoltaic
7112,103,Production of electricity by solar thermal
7113,104,"Production of electricity by tide, wave, ocean"
7114,105,Production of electricity by Geothermal
7115,106,Production of electricity nec
7116,107,Transmission of electricity
7117,108,Distribution and trade of electricity
7118,109,Manufacture of gas; distribution of gaseous fuels through mains
7119,110,Steam and hot water supply
7120,111,"Collection, purification and distribution of water (41)"
7121,112,Construction (45)
7122,113,Re-processing of secondary construction material into aggregates
7123,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
7124,115,Retail sale of automotive fuel
7125,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
7126,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
7127,118,Hotels and restaurants (55)
7128,119,Transport via railways
7129,120,Other land transport
7130,121,Transport via pipelines
7131,122,Sea and coastal water transport
7132,123,Inland water transport
7133,124,Air transport (62)
7134,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
7135,126,Post and telecommunications (64)
7136,127,"Financial intermediation, except insurance and pension funding (65)"
7137,128,"Insurance and pension funding, except compulsory social security (66)"
7138,129,Activities auxiliary to financial intermediation (67)
7139,130,Real estate activities (70)
7140,131,Renting of machinery and equipment without operator and of personal and household goods (71)
7141,132,Computer and related activities (72)
7142,133,Research and development (73)
7143,134,Other business activities (74)
7144,135,Public administration and defence; compulsory social security (75)
7145,136,Education (80)
7146,137,Health and social work (85)
7147,138,Incineration of waste: Food
7148,139,Incineration of waste: Paper
7149,140,Incineration of waste: Plastic
7150,141,Incineration of waste: Metals and Inert materials
7151,142,Incineration of waste: Textiles
7152,143,Incineration of waste: Wood
7153,144,Incineration of waste: Oil/Hazardous waste
7154,145,"Biogasification of food waste, incl. land application"
7155,146,"Biogasification of paper, incl. land application"
7156,147,"Biogasification of sewage slugde, incl. land application"
7157,148,"Composting of food waste, incl. land application"
7158,149,"Composting of paper and wood, incl. land application"
7159,150,"Waste water treatment, food"
7160,151,"Waste water treatment, other"
7161,152,Landfill of waste: Food
7162,153,Landfill of waste: Paper
7163,154,Landfill of waste: Plastic
7164,155,Landfill of waste: Inert/metal/hazardous
7165,156,Landfill of waste: Textiles
7166,157,Landfill of waste: Wood
7167,158,Activities of membership organisation n.e.c. (91)
7168,159,"Recreational, cultural and sporting activities (92)"
7169,160,Other service activities (93)
7170,161,Private households with employed persons (95)
7171,162,Extra-territorial organizations and bodies
7172,0,Cultivation of paddy rice
7173,1,Cultivation of wheat
7174,2,Cultivation of cereal grains nec
7175,3,"Cultivation of vegetables, fruit, nuts"
7176,4,Cultivation of oil seeds
7177,5,"Cultivation of sugar cane, sugar beet"
7178,6,Cultivation of plant-based fibers
7179,7,Cultivation of crops nec
7180,8,Cattle farming
7181,9,Pigs farming
7182,10,Poultry farming
7183,11,Meat animals nec
7184,12,Animal products nec
7185,13,Raw milk
7186,14,"Wool, silk-worm cocoons"
7187,15,"Manure treatment (conventional), storage and land application"
7188,16,"Manure treatment (biogas), storage and land application"
7189,17,"Forestry, logging and related service activities (02)"
7190,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
7191,19,Mining of coal and lignite; extraction of peat (10)
7192,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
7193,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
7194,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
7195,23,Mining of uranium and thorium ores (12)
7196,24,Mining of iron ores
7197,25,Mining of copper ores and concentrates
7198,26,Mining of nickel ores and concentrates
7199,27,Mining of aluminium ores and concentrates
7200,28,Mining of precious metal ores and concentrates
7201,29,"Mining of lead, zinc and tin ores and concentrates"
7202,30,Mining of other non-ferrous metal ores and concentrates
7203,31,Quarrying of stone
7204,32,Quarrying of sand and clay
7205,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
7206,34,Processing of meat cattle
7207,35,Processing of meat pigs
7208,36,Processing of meat poultry
7209,37,Production of meat products nec
7210,38,Processing vegetable oils and fats
7211,39,Processing of dairy products
7212,40,Processed rice
7213,41,Sugar refining
7214,42,Processing of Food products nec
7215,43,Manufacture of beverages
7216,44,Manufacture of fish products
7217,45,Manufacture of tobacco products (16)
7218,46,Manufacture of textiles (17)
7219,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
7220,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
7221,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
7222,50,Re-processing of secondary wood material into new wood material
7223,51,Pulp
7224,52,Re-processing of secondary paper into new pulp
7225,53,Paper
7226,54,"Publishing, printing and reproduction of recorded media (22)"
7227,55,Manufacture of coke oven products
7228,56,Petroleum Refinery
7229,57,Processing of nuclear fuel
7230,58,"Plastics, basic"
7231,59,Re-processing of secondary plastic into new plastic
7232,60,N-fertiliser
7233,61,P- and other fertiliser
7234,62,Chemicals nec
7235,63,Manufacture of rubber and plastic products (25)
7236,64,Manufacture of glass and glass products
7237,65,Re-processing of secondary glass into new glass
7238,66,Manufacture of ceramic goods
7239,67,"Manufacture of bricks, tiles and construction products, in baked clay"
7240,68,"Manufacture of cement, lime and plaster"
7241,69,Re-processing of ash into clinker
7242,70,Manufacture of other non-metallic mineral products n.e.c.
7243,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7244,72,Re-processing of secondary steel into new steel
7245,73,Precious metals production
7246,74,Re-processing of secondary preciuos metals into new preciuos metals
7247,75,Aluminium production
7248,76,Re-processing of secondary aluminium into new aluminium
7249,77,"Lead, zinc and tin production"
7250,78,"Re-processing of secondary lead into new lead, zinc and tin"
7251,79,Copper production
7252,80,Re-processing of secondary copper into new copper
7253,81,Other non-ferrous metal production
7254,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7255,83,Casting of metals
7256,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
7257,85,Manufacture of machinery and equipment n.e.c. (29)
7258,86,Manufacture of office machinery and computers (30)
7259,87,Manufacture of electrical machinery and apparatus n.e.c. (31)
7260,88,"Manufacture of radio, television and communication equipment and apparatus (32)"
7261,89,"Manufacture of medical, precision and optical instruments, watches and clocks (33)"
7262,90,"Manufacture of motor vehicles, trailers and semi-trailers (34)"
7263,91,Manufacture of other transport equipment (35)
7264,92,Manufacture of furniture; manufacturing n.e.c. (36)
7265,93,Recycling of waste and scrap
7266,94,Recycling of bottles by direct reuse
7267,95,Production of electricity by coal
7268,96,Production of electricity by gas
7269,97,Production of electricity by nuclear
7270,98,Production of electricity by hydro
7271,99,Production of electricity by wind
7272,100,Production of electricity by petroleum and other oil derivatives
7273,101,Production of electricity by biomass and waste
7274,102,Production of electricity by solar photovoltaic
7275,103,Production of electricity by solar thermal
7276,104,"Production of electricity by tide, wave, ocean"
7277,105,Production of electricity by Geothermal
7278,106,Production of electricity nec
7279,107,Transmission of electricity
7280,108,Distribution and trade of electricity
7281,109,Manufacture of gas; distribution of gaseous fuels through mains
7282,110,Steam and hot water supply
7283,111,"Collection, purification and distribution of water (41)"
7284,112,Construction (45)
7285,113,Re-processing of secondary construction material into aggregates
7286,114,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
7287,115,Retail sale of automotive fuel
7288,116,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
7289,117,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
7290,118,Hotels and restaurants (55)
7291,119,Transport via railways
7292,120,Other land transport
7293,121,Transport via pipelines
7294,122,Sea and coastal water transport
7295,123,Inland water transport
7296,124,Air transport (62)
7297,125,Supporting and auxiliary transport activities; activities of travel agencies (63)
7298,126,Post and telecommunications (64)
7299,127,"Financial intermediation, except insurance and pension funding (65)"
7300,128,"Insurance and pension funding, except compulsory social security (66)"
7301,129,Activities auxiliary to financial intermediation (67)
7302,130,Real estate activities (70)
7303,131,Renting of machinery and equipment without operator and of personal and household goods (71)
7304,132,Computer and related activities (72)
7305,133,Research and development (73)
7306,134,Other business activities (74)
7307,135,Public administration and defence; compulsory social security (75)
7308,136,Education (80)
7309,137,Health and social work (85)
7310,138,Incineration of waste: Food
7311,139,Incineration of waste: Paper
7312,140,Incineration of waste: Plastic
7313,141,Incineration of waste: Metals and Inert materials
7314,142,Incineration of waste: Textiles
7315,143,Incineration of waste: Wood
7316,144,Incineration of waste: Oil/Hazardous waste
7317,145,"Biogasification of food waste, incl. land application"
7318,146,"Biogasification of paper, incl. land application"
7319,147,"Biogasification of sewage slugde, incl. land application"
7320,148,"Composting of food waste, incl. land application"
7321,149,"Composting of paper and wood, incl. land application"
7322,150,"Waste water treatment, food"
7323,151,"Waste water treatment, other"
7324,152,Landfill of waste: Food
7325,153,Landfill of waste: Paper
7326,154,Landfill of waste: Plastic
7327,155,Landfill of waste: Inert/metal/hazardous
7328,156,Landfill of waste: Textiles
7329,157,Landfill of waste: Wood
7330,158,Activities of membership organisation n.e.c. (91)
7331,159,"Recreational, cultural and sporting activities (92)"
7332,160,Other service activities (93)
7333,161,Private households with employed persons (95)
7334,162,Extra-territorial organizations and bodies
7335,0,Cultivation of paddy rice
7336,1,Cultivation of wheat
7337,2,Cultivation of cereal grains nec
7338,3,"Cultivation of vegetables, fruit, nuts"
7339,4,Cultivation of oil seeds
7340,5,"Cultivation of sugar cane, sugar beet"
7341,6,Cultivation of plant-based fibers
7342,7,Cultivation of crops nec
7343,8,Cattle farming
7344,9,Pigs farming
7345,10,Poultry farming
7346,11,Meat animals nec
7347,12,Animal products nec
7348,13,Raw milk
7349,14,"Wool, silk-worm cocoons"
7350,15,"Manure treatment (conventional), storage and land application"
7351,16,"Manure treatment (biogas), storage and land application"
7352,17,"Forestry, logging and related service activities (02)"
7353,18,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
7354,19,Mining of coal and lignite; extraction of peat (10)
7355,20,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
7356,21,"Extraction of natural gas and services related to natural gas extraction, excluding surveying"
7357,22,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
7358,23,Mining of uranium and thorium ores (12)
7359,24,Mining of iron ores
7360,25,Mining of copper ores and concentrates
7361,26,Mining of nickel ores and concentrates
7362,27,Mining of aluminium ores and concentrates
7363,28,Mining of precious metal ores and concentrates
7364,29,"Mining of lead, zinc and tin ores and concentrates"
7365,30,Mining of other non-ferrous metal ores and concentrates
7366,31,Quarrying of stone
7367,32,Quarrying of sand and clay
7368,33,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
7369,34,Processing of meat cattle
7370,35,Processing of meat pigs
7371,36,Processing of meat poultry
7372,37,Production of meat products nec
7373,38,Processing vegetable oils and fats
7374,39,Processing of dairy products
7375,40,Processed rice
7376,41,Sugar refining
7377,42,Processing of Food products nec
7378,43,Manufacture of beverages
7379,44,Manufacture of fish products
7380,45,Manufacture of tobacco products (16)
7381,46,Manufacture of textiles (17)
7382,47,Manufacture of wearing apparel; dressing and dyeing of fur (18)
7383,48,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
7384,49,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
7385,50,Re-processing of secondary wood material into new wood material
7386,51,Pulp
7387,52,Re-processing of secondary paper into new pulp
7388,53,Paper
7389,54,"Publishing, printing and reproduction of recorded media (22)"
7390,55,Manufacture of coke oven products
7391,56,Petroleum Refinery
7392,57,Processing of nuclear fuel
7393,58,"Plastics, basic"
7394,59,Re-processing of secondary plastic into new plastic
7395,60,N-fertiliser
7396,61,P- and other fertiliser
7397,62,Chemicals nec
7398,63,Manufacture of rubber and plastic products (25)
7399,64,Manufacture of glass and glass products
7400,65,Re-processing of secondary glass into new glass
7401,66,Manufacture of ceramic goods
7402,67,"Manufacture of bricks, tiles and construction products, in baked clay"
7403,68,"Manufacture of cement, lime and plaster"
7404,69,Re-processing of ash into clinker
7405,70,Manufacture of other non-metallic mineral products n.e.c.
7406,71,Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7407,72,Re-processing of secondary steel into new steel
7408,73,Precious metals production
7409,74,Re-processing of secondary preciuos metals into new preciuos metals
7410,75,Aluminium production
7411,76,Re-processing of secondary aluminium into new aluminium
7412,77,"Lead, zinc and tin production"
7413,78,"Re-processing of secondary lead into new lead, zinc and tin"
7414,79,Copper production
7415,80,Re-processing of secondary copper into new copper
7416,81,Other non-ferrous metal production
7417,82,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7418,83,Casting of metals
7419,84,"Manufacture of fabricated metal products, except machinery and equipment (28)"
