,0
"('LU', 'N-fertiliser')",0.0
"('LU', 'P- and other fertiliser')",0.0
"('LU', 'Chemicals nec')",1047.54842378
"('LU', 'Manufacture of rubber and plastic products (25)')",3836.01582196
"('LU', 'Manufacture of glass and glass products')",6.91094340074
"('LU', 'Re-processing of secondary glass into new glass')",0.0
"('LU', 'Manufacture of ceramic goods')",330.171882655
"('LU', 'Manufacture of bricks, tiles and construction products, in baked clay')",93.4387645599
"('LU', 'Manufacture of cement, lime and plaster')",160.303281946
"('LU', 'Re-processing of ash into clinker')",0.0
"('LU', 'Manufacture of other non-metallic mineral products n.e.c.')",430.512882303
"('LU', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",0.0
"('LU', 'Re-processing of secondary steel into new steel')",1174.18631813
"('LU', 'Precious metals production')",148.717952257
"('LU', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('LU', 'Aluminium production')",184.121157106
"('LU', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('LU', 'Lead, zinc and tin production')",206.67501277
"('LU', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('LU', 'Copper production')",420.258472789
"('LU', 'Re-processing of secondary copper into new copper')",0.0
"('LU', 'Other non-ferrous metal production')",188.179435917
"('LU', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('LU', 'Casting of metals')",0.0
"('LU', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",1361.00238385
"('LU', 'Manufacture of machinery and equipment n.e.c. (29)')",1624.65433783
"('LU', 'Manufacture of office machinery and computers (30)')",229.751257865
"('LU', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",137.14218128
"('LU', 'Manufacture of radio, television and communication equipment and apparatus (32)')",34.4440867447
"('LU', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",97.9299569737
"('LU', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",2158.55582471
"('LU', 'Manufacture of other transport equipment (35)')",387.599116189
"('LU', 'Manufacture of furniture; manufacturing n.e.c. (36)')",384.298435499
"('LU', 'Recycling of waste and scrap')",0.0
"('LU', 'Recycling of bottles by direct reuse')",0.0
"('LU', 'Production of electricity by coal')",0.0
"('LU', 'Production of electricity by gas')",7.63958716851
"('LU', 'Production of electricity by nuclear')",0.0
"('LU', 'Production of electricity by hydro')",3.81979357658
"('LU', 'Production of electricity by wind')",14.5733429522
"('LU', 'Production of electricity by petroleum and other oil derivatives')",0.0
"('LU', 'Production of electricity by biomass and waste')",5.47871218597
"('LU', 'Production of electricity by solar photovoltaic')",6.68463877673
"('LU', 'Production of electricity by solar thermal')",0.0
"('LU', 'Production of electricity by tide, wave, ocean')",0.0
"('LU', 'Production of electricity by Geothermal')",0.0
"('LU', 'Production of electricity nec')",0.0
"('LU', 'Transmission of electricity')",11.1864232786
"('LU', 'Distribution and trade of electricity')",64.6917036748
"('LU', 'Manufacture of gas; distribution of gaseous fuels through mains')",1924.78089211
"('LU', 'Steam and hot water supply')",5.90392549861
"('LU', 'Collection, purification and distribution of water (41)')",0.0
"('LU', 'Construction (45)')",13344.9088018
"('LU', 'Re-processing of secondary construction material into aggregates')",0.0
"('LU', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",1011.96011252
"('LU', 'Retail sale of automotive fuel')",78.9256930809
"('LU', 'Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)')",15094.9030955
"('LU', 'Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)')",2386.52831751
"('LU', 'Hotels and restaurants (55)')",2844.07166581
"('LU', 'Transport via railways')",1988.85062847
"('LU', 'Other land transport')",8224.55756616
"('LU', 'Transport via pipelines')",857.09428324
"('LU', 'Sea and coastal water transport')",42.577270121
"('LU', 'Inland water transport')",22.8004017187
"('LU', 'Air transport (62)')",3900.13661275
"('LU', 'Supporting and auxiliary transport activities; activities of travel agencies (63)')",9813.59778387
"('LU', 'Post and telecommunications (64)')",541.281762981
"('LU', 'Financial intermediation, except insurance and pension funding (65)')",67732.7110449
"('LU', 'Insurance and pension funding, except compulsory social security (66)')",4842.83911557
"('LU', 'Activities auxiliary to financial intermediation (67)')",51309.4130863
"('LU', 'Real estate activities (70)')",2317.79445389
"('LU', 'Renting of machinery and equipment without operator and of personal and household goods (71)')",6561.58161364
"('LU', 'Computer and related activities (72)')",10706.0254502
"('LU', 'Research and development (73)')",918.919298758
"('LU', 'Other business activities (74)')",14395.5714454
"('LU', 'Public administration and defence; compulsory social security (75)')",3624.97369881
"('LU', 'Education (80)')",2142.29769186
"('LU', 'Health and social work (85)')",1929.77997302
"('LU', 'Incineration of waste: Food')",1.32497347354
"('LU', 'Incineration of waste: Paper')",1.42761262619
"('LU', 'Incineration of waste: Plastic')",0.80236874267
"('LU', 'Incineration of waste: Metals and Inert materials')",0.990955802852
"('LU', 'Incineration of waste: Textiles')",0.292965883208
"('LU', 'Incineration of waste: Wood')",0.4397509111
"('LU', 'Incineration of waste: Oil/Hazardous waste')",0.412400200539
"('LU', 'Biogasification of food waste, incl. land application')",0.0
"('LU', 'Biogasification of paper, incl. land application')",0.0
"('LU', 'Biogasification of sewage slugde, incl. land application')",0.0
"('LU', 'Composting of food waste, incl. land application')",1.81317390196
"('LU', 'Composting of paper and wood, incl. land application')",0.0
"('LU', 'Waste water treatment, food')",0.713133044037
"('LU', 'Waste water treatment, other')",1.58129874346
"('LU', 'Landfill of waste: Food')",0.821514692163
"('LU', 'Landfill of waste: Paper')",0.48808623536
"('LU', 'Landfill of waste: Plastic')",0.339364899634
"('LU', 'Landfill of waste: Inert/metal/hazardous')",0.311486179983
"('LU', 'Landfill of waste: Textiles')",0.15571204229
"('LU', 'Landfill of waste: Wood')",0.192583959258
"('LU', 'Activities of membership organisation n.e.c. (91)')",350.90317907
"('LU', 'Recreational, cultural and sporting activities (92)')",2720.68279723
"('LU', 'Other service activities (93)')",431.178349683
"('LU', 'Private households with employed persons (95)')",115.296597367
"('LU', 'Extra-territorial organizations and bodies')",0.0
"('LV', 'Cultivation of paddy rice')",0.0
"('LV', 'Cultivation of wheat')",422.372919654
"('LV', 'Cultivation of cereal grains nec')",239.331816892
"('LV', 'Cultivation of vegetables, fruit, nuts')",346.613767777
"('LV', 'Cultivation of oil seeds')",230.062257469
"('LV', 'Cultivation of sugar cane, sugar beet')",0.540289924965
"('LV', 'Cultivation of plant-based fibers')",0.0401271204782
"('LV', 'Cultivation of crops nec')",97.1658531609
"('LV', 'Cattle farming')",102.000799755
"('LV', 'Pigs farming')",187.315723811
"('LV', 'Poultry farming')",206.824368198
"('LV', 'Meat animals nec')",15.7180680721
"('LV', 'Animal products nec')",4.4365265778
"('LV', 'Raw milk')",740.981176684
"('LV', 'Wool, silk-worm cocoons')",0.338600524299
"('LV', 'Manure treatment (conventional), storage and land application')",0.0
"('LV', 'Manure treatment (biogas), storage and land application')",0.0
"('LV', 'Forestry, logging and related service activities (02)')",1814.41614449
"('LV', 'Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)')",151.339360491
"('LV', 'Mining of coal and lignite; extraction of peat (10)')",0.11079407643
"('LV', 'Extraction of crude petroleum and services related to crude oil extraction, excluding surveying')",0.0
"('LV', 'Extraction of natural gas and services related to natural gas extraction, excluding surveying')",0.0
"('LV', 'Extraction, liquefaction, and regasification of other petroleum and gaseous materials')",0.0
"('LV', 'Mining of uranium and thorium ores (12)')",0.0
"('LV', 'Mining of iron ores')",0.0
"('LV', 'Mining of copper ores and concentrates')",0.0
"('LV', 'Mining of nickel ores and concentrates')",0.0
"('LV', 'Mining of aluminium ores and concentrates')",0.0
"('LV', 'Mining of precious metal ores and concentrates')",0.0
"('LV', 'Mining of lead, zinc and tin ores and concentrates')",0.0
"('LV', 'Mining of other non-ferrous metal ores and concentrates')",0.0
"('LV', 'Quarrying of stone')",318.121352299
"('LV', 'Quarrying of sand and clay')",480.502958303
"('LV', 'Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.')",3.24272730493
"('LV', 'Processing of meat cattle')",66.1407923001
"('LV', 'Processing of meat pigs')",168.027538897
"('LV', 'Processing of meat poultry')",902.213148232
"('LV', 'Production of meat products nec')",5.70469290326
"('LV', 'Processing vegetable oils and fats')",42.6677391796
"('LV', 'Processing of dairy products')",935.569354878
"('LV', 'Processed rice')",3.87597198798
"('LV', 'Sugar refining')",1.83028429051
"('LV', 'Processing of Food products nec')",1442.59957233
"('LV', 'Manufacture of beverages')",429.715665355
"('LV', 'Manufacture of fish products')",761.263583629
"('LV', 'Manufacture of tobacco products (16)')",288.373483677
"('LV', 'Manufacture of textiles (17)')",418.040020937
"('LV', 'Manufacture of wearing apparel; dressing and dyeing of fur (18)')",296.451995216
"('LV', 'Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)')",16.917421086
"('LV', 'Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)')",2153.68058731
"('LV', 'Re-processing of secondary wood material into new wood material')",0.0
"('LV', 'Pulp')",43.4309649106
"('LV', 'Re-processing of secondary paper into new pulp')",0.0
"('LV', 'Paper')",316.87226861
"('LV', 'Publishing, printing and reproduction of recorded media (22)')",89.0348572136
"('LV', 'Manufacture of coke oven products')",0.0
"('LV', 'Petroleum Refinery')",5.05727367646
"('LV', 'Processing of nuclear fuel')",990.504506862
"('LV', 'Plastics, basic')",170.254989736
"('LV', 'Re-processing of secondary plastic into new plastic')",0.0
"('LV', 'N-fertiliser')",4.16541853763
"('LV', 'P- and other fertiliser')",801.808414231
"('LV', 'Chemicals nec')",319.982748954
"('LV', 'Manufacture of rubber and plastic products (25)')",581.682603532
"('LV', 'Manufacture of glass and glass products')",33.6140016676
"('LV', 'Re-processing of secondary glass into new glass')",0.0
"('LV', 'Manufacture of ceramic goods')",7.25114506752
"('LV', 'Manufacture of bricks, tiles and construction products, in baked clay')",29.8197418451
"('LV', 'Manufacture of cement, lime and plaster')",646.028846822
"('LV', 'Re-processing of ash into clinker')",0.0
"('LV', 'Manufacture of other non-metallic mineral products n.e.c.')",98.292553435
"('LV', 'Manufacture of basic iron and steel and of ferro-alloys and first products thereof')",539.30593088
"('LV', 'Re-processing of secondary steel into new steel')",0.0
"('LV', 'Precious metals production')",0.0232939382123
"('LV', 'Re-processing of secondary preciuos metals into new preciuos metals')",0.0
"('LV', 'Aluminium production')",50.5047312221
"('LV', 'Re-processing of secondary aluminium into new aluminium')",0.0
"('LV', 'Lead, zinc and tin production')",6.42466039199
"('LV', 'Re-processing of secondary lead into new lead, zinc and tin')",0.0
"('LV', 'Copper production')",77.823476727
"('LV', 'Re-processing of secondary copper into new copper')",0.0
"('LV', 'Other non-ferrous metal production')",6.77136273435
"('LV', 'Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",0.0
"('LV', 'Casting of metals')",0.0
"('LV', 'Manufacture of fabricated metal products, except machinery and equipment (28)')",860.682579148
"('LV', 'Manufacture of machinery and equipment n.e.c. (29)')",1108.72643377
"('LV', 'Manufacture of office machinery and computers (30)')",1338.14606626
"('LV', 'Manufacture of electrical machinery and apparatus n.e.c. (31)')",0.0
"('LV', 'Manufacture of radio, television and communication equipment and apparatus (32)')",0.0
"('LV', 'Manufacture of medical, precision and optical instruments, watches and clocks (33)')",0.0
"('LV', 'Manufacture of motor vehicles, trailers and semi-trailers (34)')",1192.71032694
"('LV', 'Manufacture of other transport equipment (35)')",239.136849784
"('LV', 'Manufacture of furniture; manufacturing n.e.c. (36)')",13.12772941
"('LV', 'Recycling of waste and scrap')",0.0502474544701
"('LV', 'Recycling of bottles by direct reuse')",0.0
"('LV', 'Production of electricity by coal')",0.0
"('LV', 'Production of electricity by gas')",148.508145095
"('LV', 'Production of electricity by nuclear')",0.0
"('LV', 'Production of electricity by hydro')",177.730253374
"('LV', 'Production of electricity by wind')",11.6950195236
"('LV', 'Production of electricity by petroleum and other oil derivatives')",0.0
"('LV', 'Production of electricity by biomass and waste')",22.7953770321
"('LV', 'Production of electricity by solar photovoltaic')",0.330367765543
